phecodeID,gene,gene_name,zscore,effect_size,pvalue,pred_perf_R2,pred_perf_pval,n_snps_used,n_snps_in_model,Tissue,Phenotype Description
Phecode_296.22,ENSG00000101966,XIAP,-2.54227168841961,-6.11843133803665,0.0110134527529491,0.00872321152229791,0.025242222301231,17,19,Thyroid,"Major depressive disorder, single episode, Major depressive disorder, recurrent"
Phecode_686.3,ENSG00000101966,XIAP,-2.48012572769696,-6.53129654166536,0.0131336063524343,0.00872321152229791,0.025242222301231,17,19,Thyroid,Pilonidal cyst and sinus
Phecode_165.1,ENSG00000101966,XIAP,-2.46407990416813,-6.73971092507565,0.0137365484639527,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Malignant neoplasm of bronchus and lung
Phecode_520.2,ENSG00000101966,XIAP,2.44433341795447,4.75851287403615,0.0145120080965291,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Embedded and impacted teeth
Phecode_317,ENSG00000101966,XIAP,2.44035897838974,3.74066176235521,0.0146726734202074,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Alcohol related disorders
Phecode_228,ENSG00000101966,XIAP,2.43730958122572,9.3015143272048,0.0147970051757846,0.00137036777807214,0.65621404485927,18,24,Brain Anterior cingulate cortex BA24,"Hemangioma and lymphangioma, any site"
Phecode_193,ENSG00000101966,XIAP,2.4143057815066,20.3085206748759,0.0157652254078806,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,Malignant neoplasm of thyroid gland
Phecode_529,ENSG00000101966,XIAP,-2.35423044935513,-7.42664165490629,0.0185611000000001,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,Diseases of tongue
Phecode_610.1,ENSG00000101966,XIAP,2.34808555618871,2.63772698868472,0.0188701862705483,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Benign mammary dysplasia
Phecode_340,ENSG00000101966,XIAP,2.33843260778267,3.70361574603995,0.0193648178503321,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Migraine
Phecode_149.4,ENSG00000101966,XIAP,-2.32660350877804,-4.7068900561179,0.0199863776243954,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Malignant neoplasm of larynx
Phecode_447,ENSG00000101966,XIAP,-2.31747085890678,-6.87495423636209,0.0204780962912607,0.00872321152229791,0.025242222301231,17,19,Thyroid,Other disorders of arteries and arterioles
Phecode_215,ENSG00000101966,XIAP,2.31690723824342,3.09799315806685,0.0205087853931514,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Benign lipomatous neoplasm
Phecode_480.11,ENSG00000101966,XIAP,2.30798908491458,3.83751884802076,0.0209997435885225,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Pneumonia due to Streptococcus pneumoniae
Phecode_367,ENSG00000101966,XIAP,2.30093910559921,13.3494702845002,0.0213950733092805,0.00137036777807214,0.65621404485927,18,24,Brain Anterior cingulate cortex BA24,Disorders of refraction and accommodation
Phecode_379.2,ENSG00000101966,XIAP,-2.27221010346861,-12.5036500691531,0.0230738233276404,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Disorders of vitreous body
Phecode_585.2,ENSG00000101966,XIAP,-2.24642692363478,-7.33183364283551,0.0246766754087298,0.00872321152229791,0.025242222301231,17,19,Thyroid,Unspecified kidney failure
Phecode_610.1,ENSG00000101966,XIAP,-2.23644089326284,-5.87318336358016,0.0253229049816597,0.00872321152229791,0.025242222301231,17,19,Thyroid,Benign mammary dysplasia
Phecode_359.2,ENSG00000101966,XIAP,-2.22947354085248,-7.27886362955354,0.025782413885944402,0.00872321152229791,0.025242222301231,17,19,Thyroid,Myositis
Phecode_208,ENSG00000101966,XIAP,2.21018887299175,4.10291142996598,0.0270920568879534,0.0301421076010978,0.00738400933824701,18,22,Pituitary,"Benign neoplasm of colon, rectum, anus and anal canal"
Phecode_379.2,ENSG00000101966,XIAP,-2.19202121077804,-1.21024935969715,0.0283779751095188,0.0464861651367059,0.0102384897777491,79,102,Vagina,Disorders of vitreous body
Phecode_213,ENSG00000101966,XIAP,-2.19035701193764,-6.60404895033246,0.0284983551009366,0.00872321152229791,0.025242222301231,17,19,Thyroid,Benign neoplasm of bone and articular cartilage
Phecode_383,ENSG00000101966,XIAP,2.1735509448441,3.10530228859804,0.0297388758898323,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Otosclerosis
Phecode_497,ENSG00000101966,XIAP,-2.16827130791353,-4.8304676277765,0.0301380501291038,0.00872321152229791,0.025242222301231,17,19,Thyroid,"Bronchitis, not specified as acute or chronic"
Phecode_317,ENSG00000101966,XIAP,-2.1509518170441,-5.72620112333718,0.0314800029694084,0.00872321152229791,0.025242222301231,17,19,Thyroid,Alcohol related disorders
Phecode_165.1,ENSG00000101966,XIAP,-2.14804665903677,-13.6446582704618,0.0317100490162738,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Malignant neoplasm of bronchus and lung
Phecode_202.2,ENSG00000101966,XIAP,-2.14599876517793,-4.37370427126987,0.0318730772131888,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Other specified and unspecified types of non-Hodgkin lymphoma
Phecode_153.2,ENSG00000101966,XIAP,2.14599090425404,3.98680841573357,0.0318737043853947,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Malignant neoplasm of colon
Phecode_189.21,ENSG00000101966,XIAP,-2.12581055429779,-5.12042085608014,0.033519036870608,0.00872321152229791,0.025242222301231,17,19,Thyroid,Malignant neoplasm of bladder
Phecode_215,ENSG00000101966,XIAP,-2.11062503962905,-7.32432039573299,0.0348045536788866,0.00872321152229791,0.025242222301231,17,19,Thyroid,Benign lipomatous neoplasm
Phecode_212,ENSG00000101966,XIAP,-2.10828998015471,-6.75147786258963,0.0350059141274868,0.00872321152229791,0.025242222301231,17,19,Thyroid,Benign neoplasm of middle ear and respiratory system
Phecode_149.4,ENSG00000101966,XIAP,-2.10787338679872,-5.0688619209704,0.0350419427992987,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Malignant neoplasm of larynx
Phecode_8,ENSG00000101966,XIAP,-2.10718490578758,-7.20643801059285,0.0351015547996409,0.00872321152229791,0.025242222301231,17,19,Thyroid,"Infectious gastroenteritis and colitis, unspecified"
Phecode_474.1,ENSG00000101966,XIAP,-2.10023454336843,-3.44427526635932,0.0357082140845582,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Acute tonsillitis
Phecode_150,ENSG00000101966,XIAP,-2.09616066482836,-6.11939208607624,0.0360679410053293,0.00872321152229791,0.025242222301231,17,19,Thyroid,Malignant neoplasm of esophagus
Phecode_613.1,ENSG00000101966,XIAP,-2.05078475431386,-13.6953220879477,0.0402879128906077,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,Inflammatory disorders of breast
Phecode_465,ENSG00000101966,XIAP,-2.04438799666154,-5.78525890663509,0.0409152321722506,0.00872321152229791,0.025242222301231,17,19,Thyroid,Acute upper respiratory infections of multiple and unspecified sites
Phecode_715.2,ENSG00000101966,XIAP,2.0434997713141,18.5342684425325,0.0410029899884443,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,Ankylosing spondylitis
Phecode_149.4,ENSG00000101966,XIAP,-2.03826616880038,-7.14809743879953,0.0415233213009207,0.00872321152229791,0.025242222301231,17,19,Thyroid,Malignant neoplasm of larynx
Phecode_359.2,ENSG00000101966,XIAP,-2.03752077033297,-20.1179269833423,0.041597882686579,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Myositis
Phecode_480,ENSG00000101966,XIAP,-2.0335779669063,-6.85325347510772,0.0419941651887894,0.00872321152229791,0.025242222301231,17,19,Thyroid,"Pneumonia, unspecified organism"
Phecode_153.3,ENSG00000101966,XIAP,2.02972405038843,6.29365102464944,0.042384596814607003,0.00819518909887165,0.179950352248207,6,8,Prostate,"Malignant neoplasm of rectosigmoid junction, Malignant neoplasm of rectum"
Phecode_715.2,ENSG00000101966,XIAP,-2.02423231395205,-5.11338859499561,0.0429462542135255,0.00872321152229791,0.025242222301231,17,19,Thyroid,Ankylosing spondylitis
Phecode_145.2,ENSG00000101966,XIAP,2.01896879871286,2.16090553537363,0.0434904625717469,0.0301421076010978,0.00738400933824701,18,22,Pituitary,"Malignant neoplasm of base of tongue, Malignant neoplasm of other and unspecified parts of tongue"
Phecode_433.1,ENSG00000101966,XIAP,-2.01740953055659,-4.84936479623297,0.0436527935077116,0.00872321152229791,0.025242222301231,17,19,Thyroid,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
Phecode_379.2,ENSG00000101966,XIAP,1.99880865569305,17.4145310474706,0.0456290609077261,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,Disorders of vitreous body
Phecode_350.3,ENSG00000101966,XIAP,-1.99866601079876,-5.24048461889193,0.0456445029139265,0.00872321152229791,0.025242222301231,17,19,Thyroid,Dystonia
Phecode_474,ENSG00000101966,XIAP,-1.99822598411289,-11.0106688946915,0.0456921656960287,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Peritonsillar abscess
Phecode_452,ENSG00000101966,XIAP,-1.99610971187436,-7.19028539382642,0.0459219821445469,0.00872321152229791,0.025242222301231,17,19,Thyroid,Other venous embolism and thrombosis
Phecode_157,ENSG00000101966,XIAP,-1.98876104642456,-5.45787131052187,0.0467275842572727,0.00872321152229791,0.025242222301231,17,19,Thyroid,Malignant neoplasm of pancreas
Phecode_296.1,ENSG00000101966,XIAP,1.98565705355651,4.68875603505754,0.0470714167196218,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Bipolar disorder
Phecode_452,ENSG00000101966,XIAP,-1.98404459566922,-6.28310411606287,0.0472508686724367,0.0377529699560139,1.95853042611589e-7,11,12,Muscle Skeletal,Other venous embolism and thrombosis
Phecode_153.2,ENSG00000101966,XIAP,-1.97212533901818,-6.60556067927064,0.0485952999999999,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,Malignant neoplasm of colon
Phecode_357,ENSG00000101966,XIAP,-1.97201468066068,-6.02948556161547,0.0486079306472429,0.00872321152229791,0.025242222301231,17,19,Thyroid,Inflammatory polyneuropathy
Phecode_540.11,ENSG00000101966,XIAP,-1.95573427885625,-6.69078883557715,0.0504964644299721,0.00872321152229791,0.025242222301231,17,19,Thyroid,Acute appendicitis
Phecode_200.1,ENSG00000101966,XIAP,-1.95274937443468,-10.1761529557403,0.0508493000000001,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,Polycythemia vera
Phecode_379.2,ENSG00000101966,XIAP,-1.95166540044771,-5.80463877424897,0.0509779430002046,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Disorders of vitreous body
Phecode_335,ENSG00000101966,XIAP,-1.94403094886399,-6.0788503403039,0.0518917190899064,0.00872321152229791,0.025242222301231,17,19,Thyroid,Multiple sclerosis
Phecode_320,ENSG00000101966,XIAP,-1.94115552332641,-5.61980193567948,0.0522394160575463,0.00872321152229791,0.025242222301231,17,19,Thyroid,Viral meningitis
Phecode_368,ENSG00000101966,XIAP,1.94072117089698,3.06095045998058,0.0522921070273243,0.00819518909887165,0.179950352248207,6,8,Prostate,Visual disturbances
Phecode_8.6,ENSG00000101966,XIAP,-1.93277535028933,-3.37373022163909,0.0532638781745558,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Viral and other specified intestinal infections
Phecode_383,ENSG00000101966,XIAP,-1.91545847745874,-5.86481542029378,0.055434059654512,0.0377529699560139,1.95853042611589e-7,11,12,Muscle Skeletal,Otosclerosis
Phecode_427.42,ENSG00000101966,XIAP,1.91196064175867,4.15597575805873,0.055881242494989,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Cardiac arrest
Phecode_357,ENSG00000101966,XIAP,-1.90946291314225,-23.2424715392848,0.0562024015929479,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Inflammatory polyneuropathy
Phecode_165.1,ENSG00000101966,XIAP,-1.90888761641758,-6.04264908054676,0.0562765908635456,0.00872321152229791,0.025242222301231,17,19,Thyroid,Malignant neoplasm of bronchus and lung
Phecode_296.22,ENSG00000101966,XIAP,-1.90737250266155,-11.363776246021,0.0564723675274197,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,"Major depressive disorder, single episode, Major depressive disorder, recurrent"
Phecode_189.11,ENSG00000101966,XIAP,-1.90190333331711,-5.13145968676425,0.0571837933450965,0.00872321152229791,0.025242222301231,17,19,Thyroid,"Malignant neoplasm of kidney, except renal pelvis"
Phecode_474.1,ENSG00000101966,XIAP,-1.90184799537118,-7.05457491902727,0.0571910295868934,0.00872321152229791,0.025242222301231,17,19,Thyroid,Acute tonsillitis
Phecode_157,ENSG00000101966,XIAP,-1.90147518362952,-6.05998028609137,0.0572398000000001,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,Malignant neoplasm of pancreas
Phecode_200.1,ENSG00000101966,XIAP,-1.8962529392227,-11.9933604612943,0.0579266059537635,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,Polycythemia vera
Phecode_483,ENSG00000101966,XIAP,-1.89488331325614,-5.26733223908902,0.0581078623447757,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Acute bronchitis
Phecode_531.3,ENSG00000101966,XIAP,-1.89389992231673,-13.4220944746448,0.0582382948240008,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,Duodenal ulcer
Phecode_208,ENSG00000101966,XIAP,-1.89108521282343,-6.32609567791237,0.0586129701209541,0.00872321152229791,0.025242222301231,17,19,Thyroid,"Benign neoplasm of colon, rectum, anus and anal canal"
Phecode_340,ENSG00000101966,XIAP,-1.88924449154399,-6.59281001289459,0.0588590755948804,0.00872321152229791,0.025242222301231,17,19,Thyroid,Migraine
Phecode_474,ENSG00000101966,XIAP,-1.88348511120143,-5.03600943935216,0.0596346556982559,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Peritonsillar abscess
Phecode_733.4,ENSG00000101966,XIAP,-1.87349110433327,-7.59361617469783,0.0610006000000001,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,Osteonecrosis
Phecode_452,ENSG00000101966,XIAP,-1.87283658932143,-16.0230189137394,0.0610909536861743,0.00643600217749132,0.0826450623020488,13,16,Adipose Visceral Omentum,Other venous embolism and thrombosis
Phecode_296.1,ENSG00000101966,XIAP,-1.87161754214615,-7.80348787576264,0.0612595347185265,0.00872321152229791,0.025242222301231,17,19,Thyroid,Bipolar disorder
Phecode_703,ENSG00000101966,XIAP,1.87151642317247,2.74107890684066,0.0612735356651597,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Nail disorders
Phecode_698,ENSG00000101966,XIAP,1.8636626578927,17.8856235965192,0.0623690925073486,0.00129876221287029,0.490692856432904,5,6,Colon Transverse,Pruritus
Phecode_8.6,ENSG00000101966,XIAP,-1.86094164942588,-8.15553981888258,0.0627524172812344,0.0377529699560139,1.95853042611589e-7,11,12,Muscle Skeletal,Viral and other specified intestinal infections
Phecode_480,ENSG00000101966,XIAP,1.85991875708988,16.4092803627505,0.0628970211408546,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,"Pneumonia, unspecified organism"
Phecode_53,ENSG00000101966,XIAP,-1.85562481174771,-11.5196452393166,0.0635070545828176,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Zoster [herpes zoster]
Phecode_695.7,ENSG00000101966,XIAP,-1.8429529996276,-14.3074408624091,0.0653358730606317,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,"Lichen simplex chronicus and prurigo, Lichen planus"
Phecode_444,ENSG00000101966,XIAP,-1.83349684953404,-4.68136255477629,0.0667287166537549,0.00872321152229791,0.025242222301231,17,19,Thyroid,Arterial embolism and thrombosis
Phecode_112,ENSG00000101966,XIAP,-1.83083148063754,-4.76596463370518,0.0671257000000001,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,Candidiasis
Phecode_189.11,ENSG00000101966,XIAP,1.81881098540326,4.42997900905226,0.0689402718375203,0.00819518909887165,0.179950352248207,6,8,Prostate,"Malignant neoplasm of kidney, except renal pelvis"
Phecode_733.4,ENSG00000101966,XIAP,-1.81705337875223,-5.35015519242665,0.0692089404079905,0.00872321152229791,0.025242222301231,17,19,Thyroid,Osteonecrosis
Phecode_686.3,ENSG00000101966,XIAP,-1.81673108464429,-20.4191814555521,0.069258299622891,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Pilonidal cyst and sinus
Phecode_53,ENSG00000101966,XIAP,1.81373135447672,3.770105821048,0.069719095396312,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Zoster [herpes zoster]
Phecode_380.1,ENSG00000101966,XIAP,-1.80374248489101,-5.81082430130344,0.071271686011338,0.00872321152229791,0.025242222301231,17,19,Thyroid,Otitis externa
Phecode_153.2,ENSG00000101966,XIAP,-1.79255089773614,-6.48906800977051,0.073044763781996,0.00872321152229791,0.025242222301231,17,19,Thyroid,Malignant neoplasm of colon
Phecode_698,ENSG00000101966,XIAP,-1.78536492530322,-12.0949886767423,0.0742021440130167,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Pruritus
Phecode_223,ENSG00000101966,XIAP,1.76694549087888,19.1730956499444,0.0772373575224372,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,Benign neoplasm of urinary organs
Phecode_386.3,ENSG00000101966,XIAP,-1.75475424135007,-5.59070268838466,0.0793013536529177,0.00872321152229791,0.025242222301231,17,19,Thyroid,Disorders of vestibular function
Phecode_474,ENSG00000101966,XIAP,1.75185128229993,3.12602826522571,0.0797993834686552,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Peritonsillar abscess
Phecode_565,ENSG00000101966,XIAP,-1.749566647612,-7.08719346780514,0.0801931190509277,0.0377529699560139,1.95853042611589e-7,11,12,Muscle Skeletal,"Fissure and fistula of anal and rectal regions, Abscess of anal and rectal regions"
Phecode_317.11,ENSG00000101966,XIAP,1.73794182393423,3.69986782271577,0.0822210651441524,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Alcoholic liver disease
Phecode_610.8,ENSG00000101966,XIAP,-1.73677417596421,-5.25051799419495,0.0824270389643829,0.00872321152229791,0.025242222301231,17,19,Thyroid,Benign mammary dysplasia
Phecode_153.3,ENSG00000101966,XIAP,-1.73367338360745,-30.3614511150458,0.0829760516932578,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,"Malignant neoplasm of rectosigmoid junction, Malignant neoplasm of rectum"
Phecode_444,ENSG00000101966,XIAP,1.72800716447689,11.6047945016354,0.08398693990851,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,Arterial embolism and thrombosis
Phecode_342,ENSG00000101966,XIAP,-1.72038407304976,-3.79169826385523,0.0853626501607878,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Hemiplegia and hemiparesis
Phecode_420.3,ENSG00000101966,XIAP,1.71732217411735,5.06397667284825,0.0859203227035685,0.00819518909887165,0.179950352248207,6,8,Prostate,Acute and subacute endocarditis
Phecode_202.2,ENSG00000101966,XIAP,-1.71635442299192,-5.07715589448242,0.0860971930227485,0.00872321152229791,0.025242222301231,17,19,Thyroid,Other specified and unspecified types of non-Hodgkin lymphoma
Phecode_242,ENSG00000101966,XIAP,-1.71506095964096,-12.6611703996191,0.0863340510711545,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Thyrotoxicosis [hyperthyroidism]
Phecode_698,ENSG00000101966,XIAP,-1.70459191675099,-7.99163416052198,0.0882705599658957,0.0377529699560139,1.95853042611589e-7,11,12,Muscle Skeletal,Pruritus
Phecode_452,ENSG00000101966,XIAP,-1.69951525315251,-3.31811109130649,0.0892221430806996,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Other venous embolism and thrombosis
Phecode_242,ENSG00000101966,XIAP,1.69754117321341,4.41003029253991,0.0895943938071662,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Thyrotoxicosis [hyperthyroidism]
Phecode_550.3,ENSG00000101966,XIAP,1.69699066270003,18.5080375919249,0.0896984258469793,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,Femoral hernia
Phecode_472,ENSG00000101966,XIAP,1.69571803478277,18.1489330912371,0.089939291423367193,0.0157267878602023,0.130159233563786,2,3,Cells EBV-transformed lymphocytes,"Chronic rhinitis, nasopharyngitis and pharyngitis"
Phecode_200,ENSG00000101966,XIAP,-1.694937814592,-26.3368108695606,0.090087218064741,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Myelodysplastic syndromes
Phecode_228,ENSG00000101966,XIAP,-1.69491623513536,-13.4513821780117,0.0900913122249458,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,"Hemangioma and lymphangioma, any site"
Phecode_592.1,ENSG00000101966,XIAP,1.6926195477274,4.11477502639402,0.0905279078088905,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Cystitis
Phecode_540.11,ENSG00000101966,XIAP,-1.69252343850613,-3.01488486523114,0.0905462150154732,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Acute appendicitis
Phecode_480.11,ENSG00000101966,XIAP,-1.6917586127268,-24.5969711612733,0.0906920077717803,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Pneumonia due to Streptococcus pneumoniae
Phecode_296.1,ENSG00000101966,XIAP,-1.68734881367257,-7.88346152044903,0.0915363,8.5025141061712e-4,0.562894924430997,1,1,Breast Mammary Tissue,Bipolar disorder
Phecode_287,ENSG00000101966,XIAP,-1.68380895855422,-5.30534261041838,0.092218595327926,0.00872321152229791,0.025242222301231,17,19,Thyroid,Purpura and other hemorrhagic conditions
Phecode_379.2,ENSG00000101966,XIAP,1.68234187403002,13.0721098467128,0.0925025656624423,0.00473758085645384,0.075009256776443,12,13,Whole Blood,Disorders of vitreous body
Phecode_379.2,ENSG00000101966,XIAP,-1.6822582271944,-23.353468427559,0.0925187775620397,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Disorders of vitreous body
Phecode_555.2,ENSG00000101966,XIAP,-1.67686816579433,-4.25175082465127,0.0935682644456746,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Ulcerative colitis
Phecode_53,ENSG00000101966,XIAP,-1.67550281947453,-6.16903554223955,0.0938356183525531,0.00872321152229791,0.025242222301231,17,19,Thyroid,Zoster [herpes zoster]
Phecode_53,ENSG00000101966,XIAP,-1.67442044469626,-5.34546805673145,0.094047997535518,0.0248894620041401,0.0280223222099899,46,59,Brain Caudate basal ganglia,Zoster [herpes zoster]
Phecode_698,ENSG00000101966,XIAP,-1.67430806487448,-4.0580408233452,0.0940700703164894,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Pruritus
Phecode_565,ENSG00000101966,XIAP,-1.67141934231037,-3.26051346458991,0.0946388780367726,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,"Fissure and fistula of anal and rectal regions, Abscess of anal and rectal regions"
Phecode_357,ENSG00000101966,XIAP,1.67017189948084,2.37908505570333,0.0948853580132021,0.00819518909887165,0.179950352248207,6,8,Prostate,Inflammatory polyneuropathy
Phecode_191.11,ENSG00000101966,XIAP,-1.66926994204586,-6.9255666798059,0.0950638943344122,0.00872321152229791,0.025242222301231,17,19,Thyroid,Malignant neoplasm of brain
Phecode_379.2,ENSG00000101966,XIAP,-1.66092773401075,-3.26338480326281,0.0967279614088012,0.0476478860877155,9.92173416550351e-8,49,61,Artery Tibial,Disorders of vitreous body
Phecode_378.5,ENSG00000101966,XIAP,-1.65946951325616,-30.4110503436644,0.097021219001366,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Paralytic strabismus
Phecode_383,ENSG00000101966,XIAP,1.6594320977329,9.31885686096619,0.097028752848646,0.00473758085645384,0.075009256776443,12,13,Whole Blood,Otosclerosis
Phecode_317.11,ENSG00000101966,XIAP,-1.65629490687497,-20.5817785623808,0.0976621114138565,2.54826594739978e-5,0.938909147723469,3,6,Adrenal Gland,Alcoholic liver disease
Phecode_464,ENSG00000101966,XIAP,-1.64687549072889,-6.10155581759056,0.0995836405738053,0.00872321152229791,0.025242222301231,17,19,Thyroid,Acute sinusitis
Phecode_496.1,ENSG00000101966,XIAP,-1.64674593911602,-13.5894046913798,0.0996102774143344,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Emphysema
Phecode_480.11,ENSG00000101966,XIAP,-1.64672783901124,-7.5497165740884,0.099613999392099,0.0377529699560139,1.95853042611589e-7,11,12,Muscle Skeletal,Pneumonia due to Streptococcus pneumoniae
Phecode_420.3,ENSG00000101966,XIAP,1.6440283276844,4.21014434416352,0.100170351116852,0.0301421076010978,0.00738400933824701,18,22,Pituitary,Acute and subacute endocarditis
Phecode_352.1,ENSG00000101966,XIAP,-1.64390189489801,-13.9869911926437,0.100196468701767,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Disorders of trigeminal nerve
Phecode_202.2,ENSG00000101966,XIAP,-1.64306463630161,-11.8305022405641,0.100369560668684,0.0156924583294679,0.184174722213492,49,63,Brain Substantia nigra,Other specified and unspecified types of non-Hodgkin lymphoma
